LINK,TITLE,LOCATION,SALARY,SUMMARY
https://kr.indeed.com/viewjob?jk=120861dc39e392af,연동서비스개발팀 - 웹 프로그래머,Nexon 성남 분당구,,"이를 기반으로 각종 서비스를 개발/제공합니다. 지원자격 - 웹 어플리케이션 개발경력 1년 이상 - C#, Python 중 하나 이상의 언어를 활용하여 개발이 가능하신 분 - DB 및 웹어플리케이션에 대한 기본적인 이해를..."
https://kr.indeed.com/viewjob?jk=40462398c7170442,[기업부설연구소]AI기반 비전시스템 개발 정규직 전문연구원 모집,한국정보공작소 관심기업 대한민국,,"지원자격 경력 1년 이상 undefined 대학교(4년) 우대조건 Python, 미신러닝/딥러닝에 대한 폭넓은 기본지식, 최신 연구논문에 대한 이해... 전공 - 통계학 전공 - 직접 : Python, C++,Tensorflow..."
https://kr.indeed.com/viewjob?jk=1b62babbbf2d717a,경험최적화 - 데이터 사이언티스트/분석가,Nexon 성남 분당구,,피처 탐색 등) - 게임 내 행동 패턴 로그 분석과 패턴 식별 및 이를 통한 서비스 개선 지원자격 - Python을 사용한 데이터 분석 및 모델 개발 경험 - 머신러닝 라이브러리 활용 경험 - 셀프 모티베이션과 원활한...
https://kr.indeed.com/viewjob?jk=687b9e16f739c6bc,데이터 분석 및 컨설팅분야 (경력직),한국정보기술단 과천 과천시,,"데이터 분석 및 컨설팅 분야 ( Python, SAS, 빅데이터) 경력직... 데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷..."
https://kr.indeed.com/viewjob?jk=9ab2041ab3380a21,카카오톡 안티어뷰징을 위한 데이터/백엔드 엔지니어 및 머신러닝 전문가 모...,카카오 4.0 성남 판교역,,"Engineer, Data Scientist 해당 분야에서 활용되는 언어 및 도구를 능숙하게 다룰 수 있는 분( Python, Scala, PyMC, PySpark, Tensorflow 등) 우대 사항 컨테이너 환경에서의..."
https://kr.indeed.com/viewjob?jk=6aebabcddef7f514,Field Application Engineer,Nearfield Instruments 경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
https://kr.indeed.com/viewjob?jk=1a75ce748c5f24e9,TOAST CAM 임베디드 개발,NHN 4.4 성남 판교역,,"또는 석사 학위 또는 그에 준하는 실무 경험자 (신입 지원가능) - 임베디드 환경에서 영상 처리 경험자 - Python, C++ 개발 경험 - 딥러닝 프레임워크, 컴퓨터 비젼 경험자 - Visual Object..."
https://kr.indeed.com/viewjob?jk=6203061bca6094ec,Data Analyst,뱅크샐러드 서울 영등포구,,"가지신 분 Business Intelligence 시스템 및 비즈니스 리포팅 툴의 활용 능력 프로그래밍 언어( Python/R, etc)를 활용하여 데이터 분석이 가능하신 분 더 나은 데이터 기반 서비스를 만들기 위해 동료들과..."
https://kr.indeed.com/viewjob?jk=65b07465cbe8ffe7,"Student Training in Engineering Program,...",Google 4.3 서울,,"Computer Science or a related field. Programming experience in Java, Python, C... C++. About the job Student Training..."
https://kr.indeed.com/viewjob?jk=b452bb3f08e36cbc,"각 부문별 (디지털, 글로벌AE, BTL, 제작관리) 경력사원",지투알 서울,,"자 - 데이터 분석 툴(Adobe Analytics 또는 Google Analytics) 유경험자 우대 - Python, R, SQL 역량 보유자 우대 - 데이터에 기반한 문제해결 능력 및 통계학적 지식 보유자 우대 - 담당..."
https://kr.indeed.com/viewjob?jk=3af620c30edeb241,테크빌더팀 - 게임서비스 지원 개발자,Nexon 성남 분당구,,"com/NDC2017/sessions/NDC2017_0075.html [운영 환경] - C++, C#, Python - Windows Server, ubuntu - MySQL - AWS 지원자격 - C++, C#..."
https://kr.indeed.com/viewjob?jk=be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스 3.8 서울,,"의미한 인사이트 발굴 - R, Python, SQL 등 Statistics... 등)의 다양한 솔루션을 활용하여 서비스 개발 경험자 2) Java, Python 등 프로그래밍 개발 경험 보유자 3) Container 기반 서비스..."
https://kr.indeed.com/viewjob?jk=43f8edb38c7888c7,[위메프오] 서버개발자(정규직),위메프 2.8 대한민국,,"데이터베이스 분산설계 및 미들웨어 개발 [자격사항] - 서버 프로그래밍 언어(PHP, Go, C/C++, Python, Java) 중 1개 이상 사용이 가능한 분 - 자료구조, 알고리즘, 분산처리 등 SW관련 기본지식 보유..."
https://kr.indeed.com/viewjob?jk=c71c1fa9e0d43937,악성코드 및 엔드포인트 위협 대응 보안 엔지니어 모집,카카오 4.0 성남 판교역,,"발견하고 개선하고자 하는 능동적인 성격 우대사항 API 활용 SOAR 구성 node.js 프레임워크 경험자 Python/Linux shell script 중급 이상 가능자 필독사항 ※ 카카오 테크 직군의 경우, 개발..."
https://kr.indeed.com/viewjob?jk=0f139e8552caa762,매치메이킹 서버 개발,Nexon 성남 분당구,,"습니다. - AWS ECS - AWS Lambda - Go - Python - Redis 사용자의 몰입도를 높이는 매치메이킹 규칙을 구현합... 원자격 -한 가지 이상의 개발 언어( Python, C++, C#, Go 등..."
https://kr.indeed.com/viewjob?jk=04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안 용인 보정동,,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
https://kr.indeed.com/viewjob?jk=64cf8c9cf9ab5f98,[진행중] 우리은행 MyDataACT 전문직(데이터 사이언티스트(데이터분...,우리은행 4.5 서울 회현동,,"이터 분석 업무 경력 5년 이상 보유자(관련 서비스 기획, 운영 경력 합산) - 데이터 분석 관련 언어( Python, R 등) 사용 능력 및 분석 결과의 실제 서비스 적용 경험 보유자 - 적극적이고 원만한 커뮤니케이션..."
https://kr.indeed.com/viewjob?jk=9ae3f50263c67ec1,AI/ML 개발 신입(석/박사) 공개채용,LINE Plus corporation 대한민국,,"보유하신 분 Java, Go, Python, Scala, C/C++ 중... 보유하신 분 (21년 9월 이전 학위 취득 또는 취득 예정이신 분) Python 을 자유롭게 사용하여 통계 분석 및 예측 모델링이 가능하신 분 전문연..."
https://kr.indeed.com/viewjob?jk=12aee20d54fbd438,[웹젠] 사내IT인프라(신입/경력),웹젠 성남 분당구,,"Terraform 등 운영 경험이 있는 분 - Powershell, Python, Bash,Batch 작성이 가능한 분 - L2,L3 네트워크 기본... 있는 분 - Powershell, Python, Bash,Batch 작성이..."
https://kr.indeed.com/viewjob?jk=a1d687cd59776360,머신러닝 개발,Nexon 성남 분당구,,모델 개발 - 머신러닝을 위한 솔루션 프로토타이핑 - 머신러닝 파이프라인 설계 및 구축 지원자격 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은...
https://kr.indeed.com/viewjob?jk=4196e740747a75cf,데이터 분석 시스템 개발자 정규직,주)씽크풀 서울 영등포구,,통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>데이터베이...
https://kr.indeed.com/viewjob?jk=5e7dc1196f13b938,"NAVER, LINE 서비스 플랫폼 운영",NIT Service 성남 삼평동,,"유하신 분 - 프로그래밍 언어( python, java, c언어 등) 초급... System, WEB/WAS, DB운영 경험 - 프로그래밍 언어( python, java, c언어 등) 중급 이상 - 국가보훈대상자 및 장애인은..."
https://kr.indeed.com/viewjob?jk=78adfebec3dbf4d0,(주)엘솔루 웹 프로그래머,㈜엘솔루 서울,,그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|경영·인사·총무·사무>경영·기획·전략>경영기획|경영·인사·총무·사무>경영·기획·전략>사업기획|경영·인사...
https://kr.indeed.com/viewjob?jk=c35e9b72a11aa338,[신입/경력] 의료영상/음성인식/생체신호 연구원,뷰노코리아 서울 서초구,,게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=1806287902a1a36e,[데이터센터] (경력/신입) 카카오 데이터센터 Data Scientist...,카카오 4.0 성남 판교역,,"않고, 기술이 비즈니스 가치로 변모할 수 있는 그 가능성에 집중합니다. 지원자격 필수사항 Go, Python, Scala, Java, C/C++ 중 하나 이상의 언어에 능숙하신 분 SQL 또는 HiveQL에 능숙하신..."
https://kr.indeed.com/viewjob?jk=b2661d357cf26c8f,플랫폼쉴드 시스템 개발,Nexon 성남 분당구,,"IP, 평판 등의 정보) 지원자격 - 전체 개발 경력 3~5년 - Python, Go 개발경력 우대(팀 내부 주 개발 언어가 Go, Python) - 비동기, 병렬처리 프로그래밍 기술 - OS, DB, H/W, 네트워..."
https://kr.indeed.com/viewjob?jk=a1b71860d9732bbc,2021년 하반기 오픈메이트온 백엔드 부문,오픈메이트온 서울 중구,,"양식 지원 아직 커리어에 이력서를 등록하지 않으셨다면!! 상세 이력서 등록하기 지원양식 커리어 온라인 이력서 직무/산업 직무별(직종) 웹프로그래머웹프로그래머, Python 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=a4b72e38fb50bde0,콘텐츠서비스개발- 데이터엔지니어,Nexon 성남 분당구,,"ecosystem 에 대한 이해 - Python, Scala 등의 프로그... 경험이나 운영 경험 - 소프트웨어 빌드 및 배포 자동화 경험 - Python 또는 NodeJS를 활용한 시스템 개발 경험 - 프론트엔드 및 웹..."
https://kr.indeed.com/viewjob?jk=92cd902bbef74c13,Embedded Software Engineer - Connected,GE Appliances 경기도 성남,,"skills with C, C++ and other script languages (i.e. python etc..) Strong knowledge... IOT devices communication protocols..."
https://kr.indeed.com/viewjob?jk=7fdcd7a7457b1e93,데이터 분석,아프리카TV 경기도 성남,,"의 서비스 이용/소비형태/이상현상과 트렌드 변화가 궁금하신 분 - B2C서비스 데이터 분석 직군에서 데이터 핸들링 경험이 있으신 분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
https://kr.indeed.com/viewjob?jk=f2cc81b0b7a35d5a,응용소프트웨어 개발 경력 정규직,찬컴퍼니 고양 덕양구,,인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머>Windows|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Android
https://kr.indeed.com/viewjob?jk=06a6e700196764b9,[AI R&D] Language AI(NLP) Research 분야 수시...,엔씨소프트 2.7 성남 판교역,,"분 - 통계/Machine Learning에 대한 이해와 활용 능력 및 text 처리 기술에 대한 경험 - Python, Java 등을 이용하여 NLP 기술을 구현 가능한 분 - 최신 기술(논문, 기술문서 등)을 습득하는..."
https://kr.indeed.com/viewjob?jk=fc09bd46b913c048,시스템 엔지니어링,NHN 4.4 성남 판교역,,"운영 경험 보유 - 쉘 스크립트 또는 프로그래밍 개발 스킬 보유 * Bash, PowerShell, Python, JAVA, etc * 운영 자동화/효율화 경험 보유 - 대용량 트래픽 처리를 위한 인프라 설계와 구축..."
https://kr.indeed.com/viewjob?jk=4b31a4ae3ffd862a,각 부문별 신입/경력사원,이지케어텍 서울 중구,,지능(AI)|전자·기계·기술·화학·연구개발>광학·의료장비>AI의료|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>정보보안|의료·간호·보건·복지>치료·의료기사>보건의료...
https://kr.indeed.com/viewjob?jk=20b6a088b109c3e8,[웹젠] 보안분석(경력),웹젠 성남 분당구,,분 - 모의해킹 경험이 있는 분 - 침해사고 대응 경험이 있는 분 - Python 개발 능력을 보유한 분 ﻿ 우대사항 - 해킹 대회 입상자 • 기타... 사고 대응 경험이 있는 분 - Python 개발 능력을 보유한 분 ﻿ 우대...
https://kr.indeed.com/viewjob?jk=54e0d08c99dcf507,MI(Market Intelligence)담당 마케팅 전략 경력사원,LG전자 3.8 서울 영등포구,,"AL이상 성적에 대하여 1개 이상 보유 4) 우대 사항 - 통계 분석 및 프로그래밍 언어 역량 보유: R, python, Java, SPSS, Tableau, etc. - 영어 능통 역량: 해외법인과 영어 화상 회의 및 현지..."
https://kr.indeed.com/viewjob?jk=7bf179a290a157b2,경험최적화파트 - 머신러닝 엔지니어,Nexon 성남 분당구,,모델 개발 - 머신러닝을 위한 솔루션 프로토타이핑 - 머신러닝 파이프라인 설계 및 구축 지원자격 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은...
https://kr.indeed.com/viewjob?jk=ae9a81acae12950d,Data Scientist 경력인재 - 글로벌 우량대기업,에스에프인촌 서울,,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터시각화디자이너|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=b86da88c2546f564,"Software Engineer, University Graduate",Google 4.3 서울,,"languages, including... limited to: Java, C/C++, Python, JavaScript, or Go. Experience working with one or more from..."
https://kr.indeed.com/viewjob?jk=d3e388157ad2a66f,에프앤가이드 - 각 부문 (전문연구요원 포함),에프앤가이드 대한민국,,"이공계열 석사학위 이상 취득(예정)자 - 우대사항 : ㆍ SQL, python, R 개발경험 소유자 디지털금융팀 - 담당업무 : ㆍ마이데이터 및... 문을 이해/구현 가능한 분 ㆍ Python 등의 언어를 이용한 서비스 개발..."
https://kr.indeed.com/viewjob?jk=4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원 대구 현풍면,,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
https://kr.indeed.com/viewjob?jk=df21e3bb5d773616,Python Programmer,Mofac 서울 서초구,,개발 – JAVA 프로그래밍(라이브러리 활용) – Spring 프레임 워크 개발 – Python API 프로그래밍 우대사항 – Python 개발 경험 – Open Source 라이브러리 개발경험 – Web 표준에 대한 경험...
https://kr.indeed.com/viewjob?jk=7420bd6ad89ff63a,미국 법인 보안 담당자,NHN 4.4 성남 판교역,,진행 가능하신 분 - 해외 근무에 결격 사유가 없는 분 - 악성코드 동적/정적 분석 능력 보유 - Python 등 스크립트 개발을 통한 업무 효율화 경험 - Elastic Stack에 대한 이해와 운영 경험 - 클라...
https://kr.indeed.com/viewjob?jk=afe92c03320fe1b3,카카오 광고 서비스 알고리즘 및 시스템 개발,카카오 4.0 성남 판교역,,"함께 하고 싶습니다. 지원자격(공통) 하나 이상의 프로그래밍 언어에 익숙한 분 (C/C++, Java, Python, Go, Scala 등) [알고리즘 개발 업무 관련 지원 경우] 데이터 마이닝 또는 머신러닝 지식/경험이..."
https://kr.indeed.com/viewjob?jk=269f9a96319ef19a,머신러닝 엔지니어 모집,카카오 4.0 성남 판교역,,"델의 성능 검증 및 지속 개선 대규모 로그 데이터 통계 분석을 통한 피쳐 추출 지원자격 #필수사항 Python, Java, C++ 등 언어 중 하나 이상 활용 가능하신 분 TensorFlow/Keras, PyTorch..."
https://kr.indeed.com/viewjob?jk=d17da0baecf05910,데이터 분야 경력,LG CNS 3.7 서울,,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
https://kr.indeed.com/viewjob?jk=f5e0e17274219fda,"차량용 Software Test 자동화 개발자(C, C++, Python...",링크제니시스 인천 서구,,"C++, Python) / QA 모집 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]차량용 S/W 검증 개발 (C, C++, Python... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=47209d0b3b717673,꿈꾸는 개발자 데뷔코스 싹(SSAC) 3기 교육생,재단법인 서울산업진흥원 서울 영등포구,,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=c39d18040425ef53,PostgreSQL 운영 및 데이터베이스 관리자 모집,카카오 4.0 성남 판교역,,"청하고 잘 이해하는 분 Database 운영 유경험자 ( PostgreSQL 운영 경험이 있으신 분 우대) python, go, bash 등 개발 경험이 있는 분 우대 클라우드 환경의 DB시스템 구축 및 운영 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=d8a8869ab092f731,데이터 엔지니어 및 사이언티스트,카카오 4.0 성남 판교역,,"등 데이터 엔지니어와 사이언티스트의 업무를 경계 없이 수행하게 됩니다. 지원자격 개발 경력 3년 이상 Python, Scala, Java, C++ 중 하나 이상의 언어에 능통 SQL 또는 HiveQL에 능통 대용량 데이..."
https://kr.indeed.com/viewjob?jk=e0e37aaebc73dde3,지표구축,아프리카TV 경기도 성남,,"대시보드 플랫폼의 활용이 가능하신분 - 새로운 서비스 출시후 모니터링이나 트랜드 확인이 가능하도록 설계나 지원이 가능하신분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
https://kr.indeed.com/viewjob?jk=ce71ff104d7e911f,"[대기업] 딥러닝(AI) 영상분석(영상인식, 얼굴인식)",비에이블컨설팅그룹 서울,,공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=649ccf047c868778,"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔 서울 영등포구,,"시스템, 머신러닝, 자연어처리. 패턴분석 - 다음 언어에서 최소 한 가지 이상 능숙자: Java, C++, Python, JavaScript 우대사항 - 석사이상 컴퓨터공학 (Computer Science) 분야 또는..."
https://kr.indeed.com/viewjob?jk=8339b6fce67c485d,"웹,앱 개발자/임베디드개발자/블록체인개발자/서버관리자 정규직",위고컴퍼니 서울 서초구,,인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>네트워...
https://kr.indeed.com/viewjob?jk=bc1be4ffc953c21a,Quality Engineer 반월공장 (Precursor & Speci...,Merck KGaA Darmstadt Germany 경기도 안산,,"analysis. Background in programming ( Python, Java script, SQL) is preferred... preferred ( Python, Java script, SQL..."
https://kr.indeed.com/viewjob?jk=81bcf60373954683,2021년 하반기 신입사원,비아이매트릭스 서울 강남구,,"후 지원해 주세요. (주)비아이매트릭스_자사양식.docx 지원양식 자사양식 직무/산업 직무별(직종) 웹프로그래머JSP, JAVA, Python 응용프로그래머전산전공, C 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발"
https://kr.indeed.com/viewjob?jk=1bf0770faeb6927a,"SW⑦ - OpenAPI, 클라우드 serverless 개발 전문가",LG전자 3.8 경기도 오산,,"설계 및 개발 경험자 3. 기타 사항 - 언어 : 영어 TS lv.5 이상 - Javascript, python, node.js, react.js, vue.js, MS SQL, Flask, Express, MS Azure..."
https://kr.indeed.com/viewjob?jk=662beff5f293820b,AR/VR SDK 개발자 모집,카카오 4.0 성남 판교역,,"iOS 및 PC/Web 플랫폼향 API 개발 (C++, Java/Kotlin, ObjC/Swift, Python, Javascript) 멀티플랫폼 패키징 및 배포시스템 개발, 유지보수 모바일 최적화 및 플랫폼 이슈 대응..."
https://kr.indeed.com/viewjob?jk=32df0f890a9d577b,"드론솔루션 (아두이노 등 ICT SW, 드론 HW제작, 드론쇼핑몰)",탱고드론 성남 분당구,"연봉 25,000,000원 - 30,000,000원",어개발자|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=2444dea9e6f2bb7e,Knowledge AI Research 모집,엔씨소프트 2.7 성남 판교역,,하는 능력 B. 기술 탐색 및 문제해결능력 C. 기반기술에 대한 개발 능력( R/ Python/Java ) 우대사항 1. Python 개발역량 보유 2. 다양한 DB로 부터의 데이터 핸들링 경험 3. AI기술 실제 서비스...
https://kr.indeed.com/viewjob?jk=b71f9a6699193c99,테크빌더팀 웹(프론트/백엔드)개발,Nexon 성남 분당구,,"Ubuntu) - React, Angular, jQuery - Python, Flask, Nginx, ElasticSearch, MySQL 지원... 발해 보신 분 * 백엔드 - Python, Java, C# 중 한 가지..."
https://kr.indeed.com/viewjob?jk=286fbcc174db1fa8,음성인식관련 개발 음성인식 엔진개발 자연어처리 개발,"머신러닝 기술을 기반으로 의료, 금융, 자동차, 헬스케어, 교육 등 다양한 분야의 AI 관... 서울 금천구",,"퓨터 공학 전공 또는 관련 분야의 실무 경험 - 최신 논문을 이해하고 개발 및 개선할 수 있는 능력 - Python, Java, C/C++ 등 프로그래밍 언어 사용 능력 - 4년제 학사 (전산 및 컴퓨터 공학 계열) - 경력..."
https://kr.indeed.com/viewjob?jk=a4015a0d112e9569,프론트엔드 정규직,바이오에이아이 서울 강남구,,"프론트 엔드 구현 - DB 구축 - 신규 기능 개발 및 반영, 지속적인 개선 및 유지 보수 자격 조건 - Python, Django - RDBMS 경험 - UI개발 경험 우대 사항 - 딥러닝에 관심있으신 분 - 단위 테스트..."
https://kr.indeed.com/viewjob?jk=38ba0748fb8d6e74,시스템 엔지니어 (이미지 센서) 주임 ~ 과장,반도체 이미지 센서 기업 경기도 수원,"연봉 45,000,000원 - 55,000,000원",driver 개발 * ASIC 후 BSP support 및 API 개발 [자격요건] * C/C++/ Python 언어 코딩 기술 * ARM/RISCV/MIPS등의 embedded 기반 S/W 개발 경험 및 가능한 자...
https://kr.indeed.com/viewjob?jk=7cb5c3076d1701db,"Staff Field Applications Engineer, Audio",Dolby 서울,,"High level or detailed knowledge of SOC design. C/C++, python coding skills. Knowledge of music, audio/video production..."
https://kr.indeed.com/viewjob?jk=4e07fa4e46af74a9,[신규프로젝트] 차세대 콘솔 TA 모집,엔씨소프트 2.7 성남 판교역,,Shader 제작 Skill - 프로젝트 개발 전반에 걸친 성능 분석(Profiling)Skill - Python등 개발언어 활용 능력 제출서류 포트폴리오 (필수) 전형단계 서류전형 1차 면접 NCTEST 2차 면접 처우협의...
